priority,segment,name,region,email,phone,website,why_fit,utm_link,source_url,notes
3,dental_lab,서울하루치과의원,"전남 고흥군 고흥읍 고흥로1689, 2층",cho120825@hanmail.net,010-3134-3980,,치과/기공 공개 구인 관련 공개 구인 이력; 고흥 서울하루치과 진료실 기공사 선생님 모집합니다.,https://dental-fit.vercel.app/?utm_source=%EC%84%9C%EC%9A%B8%ED%95%98%EB%A3%A8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24925,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,뉴코리아치과기공소,인천시 부평구 시장로 76 광일빌딩 3층,newkorealab@gmail.com,032-526-1884,,치과기공소/기공실 관련 공개 구인 이력; 졸업생 & 1년차 기사님 구합니다,https://dental-fit.vercel.app/?utm_source=%EB%89%B4%EC%BD%94%EB%A6%AC%EC%95%84%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24924,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,덴탈플란트,경남 김해시 풍유동 1001-6 3층 덴탈플란트 치과기공소,dental_plant@naver.com,055-904-0405,,치과/기공 공개 구인 관련 공개 구인 이력; PFM 및 신규 인원 모집,https://dental-fit.vercel.app/?utm_source=%EB%8D%B4%ED%83%88%ED%94%8C%EB%9E%80%ED%8A%B8&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24920,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,서울오브치과병원,"서울특별시 송파구 백제고분로 196 4,5층 서울오브치과병원",junhong321@gmail.com,010-9128-6556,,치과/기공 공개 구인 관련 공개 구인 이력; 오브제로랩 확장에 따른 고년차 라미네이트 기공사 추가 구인합니다.,https://dental-fit.vercel.app/?utm_source=%EC%84%9C%EC%9A%B8%EC%98%A4%EB%B8%8C%EC%B9%98%EA%B3%BC%EB%B3%91%EC%9B%90&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24906,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,킹콩치과의원,경기도 오산시 경기대로189 4층,lkiho85@naver.com,010-8856-7073,,치과기공소/기공실 관련 공개 구인 이력; 치과 진료실에 함께 일해주실 기공사님 모십니다.,https://dental-fit.vercel.app/?utm_source=%ED%82%B9%EC%BD%A9%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24904,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,서울우리치과남해,경상남도 남해군 남해읍 화전로103 5층,nhwoorident@gmail.com,010-5815-7229,,치과/기공 공개 구인 관련 공개 구인 이력; 남해읍 서울우리치과 기공사 모집 공고,https://dental-fit.vercel.app/?utm_source=%EC%84%9C%EC%9A%B8%EC%9A%B0%EB%A6%AC%EC%B9%98%EA%B3%BC%EB%82%A8%ED%95%B4&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24902,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,리얼기공소,장성동 13,cko-84@nate.com,054-243-2596,,치과기공소/기공실 관련 공개 구인 이력; [포항] 캐드 디자인 기사님 구합니다.,https://dental-fit.vercel.app/?utm_source=%EB%A6%AC%EC%96%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24901,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,st ortho 기공소,서울시 성동구 아차산로 17길 57 휴먼테코,stortho@naver.com,02-6466-5400,,치과기공소/기공실 관련 공개 구인 이력; 성수 교정기공소 직원 구합니다,https://dental-fit.vercel.app/?utm_source=st_ortho_%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24891,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,Best-line기공소,강남구 강남대로 128길 22,ehjungh@hanmail.net,025414917,,치과기공소/기공실 관련 공개 구인 이력; 교정 장치 Retainer 밴딩이 가능하신분을 모십니다.,https://dental-fit.vercel.app/?utm_source=best_line%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24895,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,오랄아트치과기공소,서울시 양천구 신정2동 89-1 2층,oralart2804@naver.com,02-2645-2804,,치과기공소/기공실 관련 공개 구인 이력; 진료실 실장님 모십니다 ^_^,https://dental-fit.vercel.app/?utm_source=%EC%98%A4%EB%9E%84%EC%95%84%ED%8A%B8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24892,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,스탠다드치과,서울특별시 송파구 송파대로 562 9층,standard_hydj@naver.com,02-6485-2828,,치과/기공 공개 구인 관련 공개 구인 이력; [잠실역 스탠다드치과] 3~4년차 원내 기공실 치기공사 구인공고,https://dental-fit.vercel.app/?utm_source=%EC%8A%A4%ED%83%A0%EB%8B%A4%EB%93%9C%EC%B9%98%EA%B3%BC&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24877,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,GOAT dental studio,서울시 가산디지털2로 41. YS타워 607호,goatdental@naver.com,010-8822-1098,,치과기공소/기공실 관련 공개 구인 이력; 심미보철과 교합을 배우면서 함께 성장할 기공사분을 모십니다!,https://dental-fit.vercel.app/?utm_source=goat_dental_studio&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24871,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,예담치과기공소,부산시 남구 유엔평화로 159 3층,pio25@naver.com,051-634-2804,,치과기공소/기공실 관련 공개 구인 이력; 부산 예담치과기공소에서 신입 1-2년차 충원 합니다,https://dental-fit.vercel.app/?utm_source=%EC%98%88%EB%8B%B4%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24859,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,수인치과기공소,서울 광진구 자양동,suin1026@hanmail.net,024559076,,치과기공소/기공실 관련 공개 구인 이력; 덴쳐파트2~3년차구합니다,https://dental-fit.vercel.app/?utm_source=%EC%88%98%EC%9D%B8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24849,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
2,dental_lab,라인치과기공,서울시 영등포구 가마산로 329 소망빌딩 (구 주소 : 대림동 778-32),mspark_line@daum.net,028332275,http://www.linelab.co.kr,"디지털, 치과기공소/기공실 관련 공개 구인 이력; 컨터링 기사님을 모십니다",https://dental-fit.vercel.app/?utm_source=%EB%9D%BC%EC%9D%B8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24848,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,윤슬치과기공소,제주특별자치도 서귀포시 동문로 40 (서귀동) 3층,rkddyddn1@naver.com,064-732-2824,,"치과기공소/기공실 관련 공개 구인 이력; 5년차이상 캐드기사,아날로그작업 가능한 기사님 구합니다",https://dental-fit.vercel.app/?utm_source=%EC%9C%A4%EC%8A%AC%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24835,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,리인치과기공소,경상남도 양산시 양산대로,reein2306@naver.com,055-382-2821,,치과기공소/기공실 관련 공개 구인 이력; (양산) 신입 1~3년차 기사님 구인합니다.,https://dental-fit.vercel.app/?utm_source=%EB%A6%AC%EC%9D%B8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24828,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,스타교정치과기공소,대구 중구 중앙대로437 2층,podobae7@naver.com,010-5660-2869,,치과기공소/기공실 관련 공개 구인 이력; 교정기공사님 모집합니다.,https://dental-fit.vercel.app/?utm_source=%EC%8A%A4%ED%83%80%EA%B5%90%EC%A0%95%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24811,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,크리덴트치과기공소,인천 부평구 부평6동 621-18 신아빌딩 3층,cre-dent@hanmail.net,032-528-0211,,"치과기공소/기공실 관련 공개 구인 이력; 교정파트 정직원 또는 알바, 경력직3년-5년차 인천부평 크리덴트기공소",https://dental-fit.vercel.app/?utm_source=%ED%81%AC%EB%A6%AC%EB%8D%B4%ED%8A%B8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24803,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
2,dental_lab,Dental Studio BN50,대구시 달서구 월배로200 3층,amotekim@naver.com,053-644-0122,,"디지털, 치과기공소/기공실 관련 공개 구인 이력; 2-3년차 기공사분 모집합니다.",https://dental-fit.vercel.app/?utm_source=dental_studio_bn50&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24776,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,예스치과기공소,경기도 고양시 일산서구 주엽로 150,krakury@naver.com,010-4659-1121,,치과기공소/기공실 관련 공개 구인 이력; 파샬보조기사 구합니다~ 3호선 주엽역 (일산),https://dental-fit.vercel.app/?utm_source=%EC%98%88%EC%8A%A4%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24748,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,서울바로치과의원,"서울특별시 강동구 양재대로 1319 (성내동, 대성빌딩)",seoul-baro@naver.com,024742080,https://365seoulbaro.com/,치과기공소/기공실 관련 공개 구인 이력; 진료실 내에서 근무하실 기공사 선생님 구인합니다(진료실 경헝자 우대),https://dental-fit.vercel.app/?utm_source=%EC%84%9C%EC%9A%B8%EB%B0%94%EB%A1%9C%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24742,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,범아치과기공소,서울시 노원구 상계동 456-30,beoma321@naver.com,02-6954-2804,,치과기공소/기공실 관련 공개 구인 이력; 서울) 상계동 덴쳐 보조선생님구인합니다.,https://dental-fit.vercel.app/?utm_source=%EB%B2%94%EC%95%84%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24696,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,유앤아이 치과기공소,대전광역시 중구 용두동 116-8번지,uninetwork@naver.com,042-253-3120,http://www.unilab.co.kr,치과기공소/기공실 관련 공개 구인 이력; [대전유앤아이] 캐드캠 경력자 구인합니다.,https://dental-fit.vercel.app/?utm_source=%EC%9C%A0%EC%95%A4%EC%95%84%EC%9D%B4_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24417,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,다온치과기공소,서울특별시 영등포구 경인로82길 3-4,daonortholab@naver.com,02-2164-2804,,"치과기공소/기공실 관련 공개 구인 이력; 함께일할 교정쌤, 알바 하실 분 연락바랍니다.",https://dental-fit.vercel.app/?utm_source=%EB%8B%A4%EC%98%A8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24341,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,당산제일치과의원,07223,mjkim0615@hanmail.net,02-0000-0000,,치과/기공 공개 구인 관련 공개 구인 이력; 임상기공사선생님 구인합니다(치과),https://dental-fit.vercel.app/?utm_source=%EB%8B%B9%EC%82%B0%EC%A0%9C%EC%9D%BC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24058,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,CUSTOMENT,서울시 금천구 디저털로 178 가산현대퍼블릭,js.jeon@oralfit.kr,02-6959-2859,http://www.oralfit.co.kr,치과/기공 공개 구인 관련 공개 구인 이력; 기공실 근무하실분,https://dental-fit.vercel.app/?utm_source=customent&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=23697,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,알파베러,서울시 강남구 테헤란로 20길,chichi135@naver.com,023652809,,치과기공소/기공실 관련 공개 구인 이력; 투명교정기공소에서 함께 일하실 기공사 선생님 모집합니다.,https://dental-fit.vercel.app/?utm_source=%EC%95%8C%ED%8C%8C%EB%B2%A0%EB%9F%AC&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=23451,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,아나토마지코리아,서울특별시 강남구 언주로 506 3층,recruit@anatomage.co.kr,025863728,http://www.anatomage.co.kr,치과/기공 공개 구인 관련 공개 구인 이력; [아나토마지코리아] 치기공사 채용 - 외국계기업,https://dental-fit.vercel.app/?utm_source=%EC%95%84%EB%82%98%ED%86%A0%EB%A7%88%EC%A7%80%EC%BD%94%EB%A6%AC%EC%95%84&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=22932,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,아이엠기공소,경기부천시원미구심곡동367-32,leecazoo@naver.com,032-612-2804,,치과기공소/기공실 관련 공개 구인 이력; {{ 부천역 }} 포세린조각 메인기사님 구해요!!!!!!!,https://dental-fit.vercel.app/?utm_source=%EC%95%84%EC%9D%B4%EC%97%A0%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=22459,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,한마음치과기공소,경기도 부천시,shghfla1@hanmail.net,010-2022-0042,,치과기공소/기공실 관련 공개 구인 이력; 부천)엑소 보조기사님 구합니다.,https://dental-fit.vercel.app/?utm_source=%ED%95%9C%EB%A7%88%EC%9D%8C%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=19194,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,정성치과기공소,부산시 남구 유엔로 157번길 4 (3층),lhs85650071@gmail.com,070-7637-0071,,치과기공소/기공실 관련 공개 구인 이력; 정성기공소에서 부산 교정기사님 구합니다.,https://dental-fit.vercel.app/?utm_source=%EC%A0%95%EC%84%B1%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=17925,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,주원기공소,대구시달성군현풍면 현풍로8 2층,magnion@nate.com,053-588-4194,,"치과기공소/기공실 관련 공개 구인 이력; 대구,경북- 현풍지역 포세린 기사님 구인중입니다",https://dental-fit.vercel.app/?utm_source=%EC%A3%BC%EC%9B%90%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=9081,JOB2804 공개 구인 연락처; 채용 메일이므로 현장 의견 요청 톤 권장
3,dental_lab,(주)덴탈하이브,서울 성동구,cr9440@hanmail.net,010-4469-2666,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 기공소 경리 데스크 봐주실 선생님 구인합니다.,https://dental-fit.vercel.app/?utm_source=%EC%A3%BC_%EB%8D%B4%ED%83%88%ED%95%98%EC%9D%B4%EB%B8%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=305124&wpage=1&page=2&block=0,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,아이디에스코리아,서울 서울전지역,idsco5464@naver.com,010-4494-0154,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 경리 하실분 구합니다,https://dental-fit.vercel.app/?utm_source=%EC%95%84%EC%9D%B4%EB%94%94%EC%97%90%EC%8A%A4%EC%BD%94%EB%A6%AC%EC%95%84&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=305096&wpage=1&page=7&block=1,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,엠엔디굿모닝기공소,경기 구리시,r1964@hanmail.net,010-3394-6649,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 구리갈매역 혹은 별내역-춘천 배송 어른신 구합니다.,https://dental-fit.vercel.app/?utm_source=%EC%97%A0%EC%97%94%EB%94%94%EA%B5%BF%EB%AA%A8%EB%8B%9D%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304850&wpage=1&page=16&block=3,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,미소디자인치과기공소,서울 영등포구,kimjangtong@naver.com,010-6624-5005,,"치과기공소/기공실 관련 KDTA 공개 채용 이력; 모델작업,모델정리 해주실 선생님 구인합니다.보라매역",https://dental-fit.vercel.app/?utm_source=%EB%AF%B8%EC%86%8C%EB%94%94%EC%9E%90%EC%9D%B8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304894&wpage=1&page=14&block=2,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,남우치과기공소,서울,dncnstlr@nate.com,010-9059-0644,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 데스크 경리 업무,https://dental-fit.vercel.app/?utm_source=%EB%82%A8%EC%9A%B0%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304943&wpage=1&page=12&block=2,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,(주)리더스덴탈,서울 서울전지역,leaders1210@daum.net,010-2766-6598,,"디지털, 치과기공소/기공실 관련 KDTA 공개 채용 이력; 데스크 업무(일반사무) 도와주실 분 모십니다.",https://dental-fit.vercel.app/?utm_source=%EC%A3%BC_%EB%A6%AC%EB%8D%94%EC%8A%A4%EB%8D%B4%ED%83%88&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304942&wpage=1&page=12&block=2,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,크리스탈치과기공소,서울 서울전지역,chocsj5@hanmail.net,010-5652-1065,,"디지털, 치과기공소/기공실 관련 KDTA 공개 채용 이력; 경리부 구인합니다",https://dental-fit.vercel.app/?utm_source=%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%83%88%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304636&wpage=1&page=17&block=3,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
